target,version,patch,code,state,class
Strasbourg,1.44,,fr_strasbour,france,city
Toulouse,1.43,,fr_toulouse,france,city
Tours,1.43,,fr_tours,france,city

# GERMANY ----------------------------------------------------------------------------------------
Aachen,1.58,0.314,de_aachen,germany,city
Augsburg,1.44,,de_augsburg,germany,city
Bayreuth,1.44,,de_bayreuth,germany,city
Berlin,1.43,,de_berlin,germany,city
Bielefeld,1.44,,de_bielefeld,germany,city
Braunschweig,1.44,,de_braunswg,germany,city
Bremen,1.43,,de_bremen,germany,city
Bremerhaven,1.53,0.22,de_bremerhav,germany,city
Chemnitz,1.44,,de_chemnitz,germany,city
Cologne,1.43,,de_koln,germany,city
Cottbus,1.44,,de_cottbus,germany,city
Dortmund,1.43,,de_dortmund,germany,city
Dresden,1.43,,de_dresden,germany,city
Duisburg,1.43,,de_duisburg,germany,city
Düsseldorf,1.43,,de_dusseld,germany,city
Erfurt,1.43,,de_erfurt,germany,city
Flensburg,1.44,,de_flensburg,germany,city
Frankfurt am Main,1.43,,de_frankfurt,germany,city
Frankfurt an der Oder,1.44,,de_ffurtoder,germany,city
Giessen,1.44,,de_giessen,germany,city
Göttingen,1.44,,de_gottingen,germany,city
Hamburg,1.43,,de_hamburg,germany,city
Hanover,1.43,,de_hannover,germany,city
Heilbronn,1.44,,de_heilbronn,germany,city
Ingolstadt,1.44,,de_ingolstad,germany,city
Jena,1.44,,de_jena,germany,city
Karlsruhe,1.44,,de_karlsruhe,germany,city
Kassel,1.43,,de_kassel,germany,city
Kiel,1.43,,de_kiel,germany,city
Leipzig,1.43,,de_leipzig,germany,city
Lübeck,1.43,,de_lubeck,germany,city
Magdeburg,1.43,,de_magdeburg,germany,city
Mannheim,1.43,,de_mannheim,germany,city
Memmingen,1.44,,de_memmingen,germany,city
Munich,1.43,,de_munchen,germany,city
Nuremberg,1.43,,de_nurnberg,germany,city
Oberhausen,1.57,0.47,de_oberhause,germany,city
Oldenburg,1.44,,de_oldenburg,germany,city
Osnabrück,1.43,,de_osnabruck,germany,city
Passau,1.44,,de_passau,germany,city
Potsdam,1.44,,de_potsdam,germany,city
Puttgarden,1.44,,de_puttgardn,germany,city
Regensburg,1.44,,de_regensbrg,germany,city
Rostock,1.43,,de_rostock,germany,city
Rothenburg,1.44,,de_rothenbrg,germany,city
Rottweil,1.44,,de_rottweil,germany,city
Sangerhausen,1.44,,de_sangerhau,germany,city
Schwerin,1.44,,de_schwerin,germany,city
Siegen,1.44,,de_siegen,germany,city
Stuttgart,1.43,,de_stuttgart,germany,city
Ulm,1.44,,de_ulm,germany,city
Würzburg,1.44,,de_wurzburg,germany,city

# GREECE ----------------------------------------------------------------------------------------
Agrinio,1.53,0.22,gr_agrinio,greece,city
Athens,1.53,0.22,gr_athens,greece,city
Chania,1.53,0.22,gr_chania,greece,city
Chios,1.53,0.22,gr_chios,greece,city
Corinth,1.53,0.22,gr_korinth,greece,city
Evzonoi,1.53,0.42,gr_evzoni,greece,city
Heraklion,1.53,0.22,gr_heraklion,greece,city
Igoumenitsa,1.53,0.22,gr_igoumeni,greece,city
Ioannina,1.53,0.22,gr_ioannina,greece,city
Kalamata,1.53,0.22,gr_kalamata,greece,city
Karditsa,1.53,0.22,gr_karditsa,greece,city
Kavala,1.53,0.42,gr_kavala,greece,city
Komotini,1.53,0.42,gr_komotini,greece,city
Kozani,1.53,0.22,gr_kozani,greece,city
Lamia,1.53,0.22,gr_lamia,greece,city
Larissa,1.53,0.22,gr_larisa,greece,city
Mytilini,1.53,0.22,gr_mitilini,greece,city
Patras,1.53,0.22,gr_patras,greece,city
Pyrgos,1.53,0.22,gr_pyrgos,greece,city
Rodos,1.53,0.22,gr_rhodes,greece,city
Rio,1.53,0.22,gr_rio,greece,city
Serres,1.53,0.22,gr_serres,greece,city
Thermopiles,1.53,0.42,gr_thermo,greece,city
Thessaloniki,1.53,0.22,gr_thessalo,greece,city
Trikala,1.53,0.22,gr_trikala,greece,city
Tripoli,1.53,0.22,gr_tripoli,greece,city
Volos,1.53,0.22,gr_volos,greece,city

Kipi & Ipsala,1.53,0.22,gr_border_k,greece,border

# HUNGARY ----------------------------------------------------------------------------------------
Budapest,1.43,,hu_budapest,hungary,city
Debrecen,1.43,,hu_debrecen,hungary,city
Dunaújváros,1.43,,hu_dunauj,hungary,city
Kecskemét,1.43,,hu_kecskemet,hungary,city
Pécs,1.43,,hu_pecs,hungary,city
Szeged,1.43,,hu_szeged,hungary,city

# ITALY ----------------------------------------------------------------------------------------
Ancona,1.43,,it_ancona,italy,city
Aosta,1.47,,it_aosta,italy,city
Bari,1.43,,it_bari,italy,city
Bologna,1.43,,it_bologna,italy,city
Cagliari,1.43,,it_cagliari,italy,city
Cassino,1.43,,it_cassino,italy,city
Catania,1.43,,it_catania,italy,city
Catanzaro,1.43,,it_catanzaro,italy,city
Ferrara,1.43,,it_ferrara,italy,city
Florence,1.43,,it_firenze,italy,city
Genoa,1.43,,it_genova,italy,city
Grosseto,1.43,,it_grosseto,italy,city
Livorno,1.43,,it_livorno,italy,city
Messina,1.43,,it_messina,italy,city
Milan,1.43,,it_milano,italy,city
Naples,1.43,,it_napoli,italy,city
Olbia,1.43,,it_olbia,italy,city
Palermo,1.43,,it_palermo,italy,city
Parma,1.43,,it_parma,italy,city
Pescara,1.43,,it_pescara,italy,city
Rome,1.43,,it_roma,italy,city
Sassari,1.43,,it_sassari,italy,city
Suzzara,1.43,,it_suzzara,italy,city
Taranto,1.43,,it_taranto,italy,city
Terni,1.43,,it_terni,italy,city
Turin,1.43,,it_torino,italy,city
Trieste,1.44,,it_trieste,italy,city
Venice,1.43,,it_venezia,italy,city
Verona,1.43,,it_verona,italy,city
Villa San Giovanni,1.43,,it_sangiovan,italy,city

# KOSOVO ----------------------------------------------------------------------------------------
Pristina,1.47,,xk_pristina,kosovo,city

# LATVIA ----------------------------------------------------------------------------------------
Liepāja,1.43,,lt_liepaja,latvia,city
Daugavpils,1.43,,lv_daugavpil,latvia,city
Rēzekne,1.43,,lv_rezekne,latvia,city
Riga,1.43,,lv_riga,latvia,city
Skrunda,1.46,,lv_skrunda,latvia,city
Valka,1.43,,lv_valka,latvia,city
Valmiera,1.43,,lv_valmiera,latvia,city
Ventspils,1.43,,lv_ventspils,latvia,city

# LITHUANIA ----------------------------------------------------------------------------------------
Kaunas,1.43,,lt_kaunas,lithuania,city
Klaipėda,1.43,,lt_klaipeda,lithuania,city
Kybartai,1.43,,lt_kybartai,lithuania,city
Marijampolė,1.43,,lt_marijam,lithuania,city
Mažeikiai,1.43,,lt_mazeikiai,lithuania,city
Panevėžys,1.43,,lt_panevezys,lithuania,city
Šiauliai,1.43,,lt_siauliai,lithuania,city
Ukmergė,1.43,,lt_ukmerge,lithuania,city
Utena,1.43,,lt_utena,lithuania,city
Vilnius,1.43,,lt_vilnius,lithuania,city

# LUXEMBOURG ----------------------------------------------------------------------------------------
Luxembourg,1.43,,lu_luxembour,luxembourg,city

# MONTENEGRO ----------------------------------------------------------------------------------------
Bijelo Polje,1.47,,me_bilejopol,montenegro,city
Nikšić,1.47,,me_niksic,montenegro,city
Podgorica,1.47,,me_podgorica,montenegro,city

# THE NETHERLANDS ----------------------------------------------------------------------------------------
Alkmaar,1.58,0.314,nl_alkmaar,netherlands,city
Amersfoort,1.58,0.314,nl_amersfoor,netherlands,city
Amsterdam,1.43,,nl_amsterdam,netherlands,city
Apeldoorn,1.44,,nl_apeldoorn,netherlands,city
Arnhem,1.57,0.47,nl_arnhem,netherlands,city
Assen,1.57,0.47,nl_assen,netherlands,city
Breda,1.57,0.47,nl_breda,netherlands,city
Deventer,1.57,0.47,nl_deventer,netherlands,city
Eindhoven,1.57,0.47,nl_eindhoven,netherlands,city
Groningen,1.43,,nl_groningen,netherlands,city
Haarlem,1.58,0.314,nl_haarlem,netherlands,city
The Hague,1.58,0.314,nl_denhaag,netherlands,city
Den Helder,1.57,0.47,nl_denhelder,netherlands,city
Hengelo,1.44,,nl_hengelo,netherlands,city
's-Hertogenbosch,1.57,0.47,nl_denbosch,netherlands,city
IJmuiden,1.58,0.314,nl_ijmuiden,netherlands,city
Leeuwarden,1.44,,nl_leeuwardn,netherlands,city
Maastricht,1.57,0.47,nl_maastrich,netherlands,city
Middelburg,1.57,0.47,nl_middelbur,netherlands,city
Nijmegen,1.57,0.47,nl_nijmegen,netherlands,city
Rotterdam,1.43,,nl_rotterdam,netherlands,city
Utrecht,1.57,0.47,nl_utrecht,netherlands,city
Venlo,1.44,,nl_venlo,netherlands,city
Zwolle,1.57,0.47,nl_zwolle,netherlands,city

# NORTH MACEDONIA ----------------------------------------------------------------------------------------
Bitola,1.47,,mk_bitola,northmacedonia,city
Ohrid,1.48,0.24,mk_ohrid,northmacedonia,city
Prilep,1.48,0.24,mk_prilep,northmacedonia,city
Skopje,1.47,,mk_skopje,northmacedonia,city

# NORWAY ----------------------------------------------------------------------------------------
Alta,1.56,0.57,no_alta,norway,city
Andenes,1.56,0.57,no_andenes,norway,city
Askim,1.44,,no_askim,norway,city
Bergen,1.43,,no_bergen,norway,city
Bjerkvik,1.56,0.57,no_bjerkvik,norway,city
Bodø,1.56,0.57,no_bodo,norway,city
Bud,1.56,0.57,no_bud,norway,city
Dombås,1.56,0.57,no_dombas,norway,city
Drammen,1.43,,no_drammen,norway,city
Elverum,1.56,0.57,no_elverum,norway,city
Fagernes,1.56,0.57,no_fagernes,norway,city
Fauske,1.56,0.57,no_fauske,norway,city
Geilo,1.44,,no_geilo,norway,city
Gjøvik,1.56,0.57,no_gjovik,norway,city
Gol,1.56,0.57,no_gol,norway,city
Grong,1.56,0.57,no_grong,norway,city
Hamar,1.56,0.57,no_hamar,norway,city
Haugesund,1.44,,no_haugesund,norway,city
Honningsvåg,1.56,0.57,no_honningsv,norway,city
Karasjok,1.56,0.57,no_karasjok,norway,city
Knarvik,1.56,0.57,no_knarvik,norway,city
Kongsvinger,1.56,0.57,no_kongsving,norway,city
Kristiansund,1.56,0.57,no_krissund,norway,city
Kristiansand,1.43,,no_kristians,norway,city
Larvik,1.43,,no_larvik,norway,city
Leira,1.56,0.57,no_leira,norway,city
Lillehammer,1.56,0.57,no_lillehamm,norway,city
Mo i Rana,1.56,0.57,no_moirana,norway,city
Namsskogan,1.56,0.57,no_namsskoga,norway,city
Narvik,1.56,0.57,no_narvik,norway,city
Nordkapp,1.56,0.57,no_nordkapp,norway,city
Nordkjosbotn,1.56,0.57,no_nordkjosb,norway,city
Olderfjord,1.56,0.57,no_olderfjor,norway,city
Oslo,1.43,,no_oslo,norway,city
Røldal,1.44,,no_roldal,norway,city
Setermoen,1.56,0.57,no_setermoen,norway,city
Skibotn,1.56,0.57,no_skibotn,norway,city
Sortland,1.56,0.57,no_sortland,norway,city
Stavanger,1.43,,no_stavanger,norway,city
Steinkjer,1.56,0.57,no_steinkjer,norway,city
Støren,1.56,0.57,no_storen,norway,city
Storslett,1.56,0.57,no_storslett,norway,city
Svolvær,1.56,0.57,no_svolvaer,norway,city
Tromsø,1.56,0.57,no_tromso,norway,city
Trondheim,1.56,0.57,no_trondheim,norway,city
Trysil,1.56,0.57,no_trysil,norway,city
Ulvsvåg,1.56,0.57,no_ulvsvag,norway,city
Å i Lofoten,1.56,0.57,no_ailofoten,norway,city
Ålesund,1.56,0.57,no_alesund,norway,city

E10,1.56,0.57,no_bordere10,norway,border

# POLAND ----------------------------------------------------------------------------------------
Barwinek,1.43,,pl_barwinek,poland,city
Bezledy,1.43,,pl_bezledy,poland,city
Białystok,1.43,,pl_bialystok,poland,city
Budzisko,1.43,,pl_budzisko,poland,city
Bydgoszcz,1.44,,pl_bydgoszcz,poland,city
Chyżne,1.43,,pl_chyzne,poland,city
Cieszyn,1.43,,pl_cieszyn,poland,city
Gdańsk,1.43,,pl_gdansk,poland,city
Gdynia,1.43,,pl_gdynia,poland,city
Gorzyczki,1.43,,pl_gorzyczki,poland,city
Grzechotki,1.43,,pl_grzechotk,poland,city
Jakuszyce,1.43,,pl_jakuszyce,poland,city
Jędrzychów,1.43,,pl_jedrzycho,poland,city
Katowice,1.43,,pl_katowice,poland,city
Kołbaskowo,1.43,,pl_kolbaskow,poland,city
Korczowa,1.44,,pl_korczowa,poland,city
Kraków,1.43,,pl_krakow,poland,city
Kudowa-Słone,1.43,,pl_kudowa,poland,city
Łódź,1.43,,pl_lodz,poland,city
Lubawka,1.43,,pl_lubawka,poland,city
Lublin,1.43,,pl_lublin,poland,city
Ogrodniki,1.43,,pl_ogrodniki,poland,city
Olsztyn,1.43,,pl_olsztyn,poland,city
Piła,1.44,,pl_pila,poland,city
Poznań,1.43,,pl_poznan,poland,city
Rzeszów,1.44,,pl_rzeszow,poland,city
Świecko,1.43,,pl_swiecko,poland,city
Szczecin,1.43,,pl_szczecin,poland,city
Warsaw,1.43,,pl_warszawa,poland,city
Wrocław,1.43,,pl_wroclaw,poland,city

# PORTUGAL ----------------------------------------------------------------------------------------
Beja,1.43,,pt_beja,portugal,city
Coimbra,1.43,,pt_coimbra,portugal,city
Cortiçadas de Lavre,1.43,,pt_corticad,portugal,city
Evora,1.43,,pt_evora,portugal,city
Faro,1.43,,pt_faro,portugal,city
Guarda,1.43,,pt_guarda,portugal,city
Lisbon,1.43,,pt_lisboa,portugal,city
Olhão,1.43,,pt_olhao,portugal,city
Ponte de Sor,1.43,,pt_pontedes,portugal,city
Porto,1.43,,pt_porto,portugal,city
Setúbal,1.43,,pt_setubal,portugal,city
Sines,1.43,,pt_sines,portugal,city

A3,1.44,,pt_border_a3,portugal,border
A6,1.44,,pt_border_a6,portugal,border
A22,1.44,,pt_border_22,portugal,border
A24,1.44,,pt_border_24,portugal,border
A25,1.44,,pt_border_25,portugal,border
A-62,1.51,0.39,es_bord_a62,portugal,border
AP-9,1.44,,es_border_a9,portugal,border
IP8,1.44,,pt_border_p8,portugal,border

# ROMANIA ----------------------------------------------------------------------------------------
Bacău,1.43,,ro_bacau,romania,city
Brăila,1.43,,ro_braila,romania,city
Brașov,1.43,,ro_brasov,romania,city
Bucharest,1.43,,ro_bucuresti,romania,city
Buzău,1.43,,ro_buzau,romania,city
Calafat,1.43,,ro_calafat,romania,city
Călărași,1.43,,ro_calarasi,romania,city
Cernavodă,1.43,,ro_cernavoda,romania,city
Cluj-Napoca,1.44,,ro_cluj,romania,city
Constanța,1.43,,ro_constanta,romania,city
Craiova,1.43,,ro_craiova,romania,city
Galați,1.43,,ro_galati,romania,city
Giurgiu,1.44,,ro_giurgiu,romania,city
Hunedoara,1.43,,ro_hunedoara,romania,city
Iași,1.43,,ro_iasi,romania,city
Mangalia,1.43,,ro_mangalia,romania,city
Nădlac,1.43,,ro_nadlac,romania,city
Orșova,1.43,,ro_orsova,romania,city
Pitești,1.43,,ro_pitesti,romania,city
Reșița,1.43,,ro_resita,romania,city
Târgu Mureș,1.43,,ro_targumur,romania,city
Timișoara,1.43,,ro_timisoara,romania,city

# RUSSIA ----------------------------------------------------------------------------------------
Arzamas,1.43,,ru_arzamas,russia,city
Bryansk,1.43,,ru_bryansk,russia,city
Cherepovets,1.43,,ru_cherepove,russia,city
Dzerzhinsk,1.43,,ru_dzerzhins,russia,city
Ivanovo,1.43,,ru_ivanovo,russia,city
Kaliningrad,1.43,,ru_kaliningr,russia,city
Kaluga,1.43,,ru_kaluga,russia,city
Kirishi,1.43,,ru_kirishi,russia,city
Kolomna,1.43,,ru_kolomna,russia,city
Kostroma,1.43,,ru_kostroma,russia,city
Kovrov,1.43,,ru_kovrov,russia,city
Krasnoslobodsk,1.43,,ru_krasnoslo,russia,city
Lodeynoye Pole,1.43,,ru_lodeynoye,russia,city
Luga,1.43,,ru_luga,russia,city
Mamonovo,1.43,,ru_mamonovo,russia,city
Moscow,1.43,,ru_moscow,russia,city
Moshok,1.44,,ru_moshok,russia,city
Murom,1.43,,ru_murom,russia,city
Nizhny Novgorod,1.43,,ru_nnovgorod,russia,city
Novomoskovsk,1.43,,ru_novomosko,russia,city
Obninsk,1.43,,ru_obninsk,russia,city
Oryol,1.43,,ru_oryol,russia,city
Ostrov,1.44,,ru_ostrov,russia,city
Petrozavodsk,1.43,,ru_petrozavo,russia,city
Porkhov,1.44,,ru_porkhov,russia,city
Pryazha,1.44,,ru_pryazha,russia,city
Pskov,1.43,,ru_pskov,russia,city
Roslavl,1.44,,ru_roslavl,russia,city
Ryazan,1.43,,ru_ryazan,russia,city
Rybinsk,1.43,,ru_rybinsk,russia,city
Rzhev,1.43,,ru_rzhev,russia,city
Saransk,1.43,,ru_saransk,russia,city
Sasovo,1.43,,ru_sasovo,russia,city
Shatsk,1.44,,ru_shatsk,russia,city
Sheksna,1.44,,ru_sheksna,russia,city
Shimsk,1.43,,ru_shimsk,russia,city
Smolensk,1.43,,ru_smolensk,russia,city
Soltsy,1.44,,ru_soltsy,russia,city
Sosnovy Bor,1.43,,ru_sosnovy,russia,city
Sovetsk,1.43,,ru_sovetsk,russia,city
St. Petersburg,1.43,,ru_petersbur,russia,city
Tikhvin,1.43,,ru_tikhvin,russia,city
Torfyanovka,1.43,,ru_torfyanov,russia,city
Tula,1.43,,ru_tula,russia,city
Tver,1.43,,ru_tver,russia,city
Velizh,1.44,,ru_velizh,russia,city
Vladimir,1.43,,ru_vladimir,russia,city
Velikiye Luki,1.43,,ru_vluki,russia,city
Velikiy Novgorod,1.43,,ru_vnovgorod,russia,city
Volkhov,1.43,,ru_volkhov,russia,city
Vologda,1.43,,ru_vologda,russia,city
Vyshniy Volochyok,1.43,,ru_vvolochyo,russia,city
Vyazma,1.43,,ru_vyazma,russia,city
Vyborg,1.43,,ru_vyborg,russia,city
Vyksa,1.43,,ru_vyksa,russia,city
Yaroslavl,1.43,,ru_yaroslavl,russia,city
Zubtsov,1.43,,ru_zubtsov,russia,city

# SERBIA ----------------------------------------------------------------------------------------
Belgrade,1.47,,rs_belgrade,serbia,city
Kragujevac,1.47,,rs_kragujeva,serbia,city
Niš,1.47,,rs_nis,serbia,city
Novi Sad,1.47,,rs_novisad,serbia,city
Paraćin,1.48,0.24,rs_paracin,serbia,city
Subotica,1.48,0.24,rs_subotica,serbia,city
Vranje,1.47,,rs_vranje,serbia,city

# SLOVAKIA ----------------------------------------------------------------------------------------
Bratislava,1.43,,sk_bratislav,slovakia,city
Banská Bystrica,1.43,,sk_bystrica,slovakia,city
Košice,1.43,,sk_kosice,slovakia,city

# SLOVENIA ----------------------------------------------------------------------------------------
Koper,1.47,,si_koper,slovenia,city
Ljubljana,1.44,,si_ljubljana,slovenia,city
Maribor,1.44,,si_maribor,slovenia,city
Novo Mesto,1.47,,si_novomesto,slovenia,city

# SPAIN ----------------------------------------------------------------------------------------
A Coruña,1.43,,es_acoruna,spain,city
Albacete,1.43,,es_albacete,spain,city
Algeciras,1.43,,es_algeciras,spain,city
Almaraz,1.43,,es_almaraz,spain,city
Almería,1.43,,es_almeria,spain,city
Badajoz,1.43,,es_badajoz,spain,city
Bailén,1.43,,es_bailen,spain,city
Barcelona,1.43,,es_barcelona,spain,city
Benidorm,1.43,,es_benidorm,spain,city
Bilbao,1.43,,es_bilbao,spain,city
Burgos,1.43,,es_burgos,spain,city
Córdoba,1.43,,es_cordoba,spain,city
Ciudad Real,1.43,,es_creal,spain,city
El Ejido,1.43,,es_elejido,spain,city
Gijón,1.43,,es_gijon,spain,city
Granada,1.43,,es_granada,spain,city
Huelva,1.43,,es_huelva,spain,city
Irun,1.44,,es_irun,spain,city
La Jonquera,1.43,,es_jonquera,spain,city
León,1.43,,es_leon,spain,city
Lleida,1.43,,es_lleida,spain,city
Lugo,1.50,0.70,es_lugo,spain,city
Madrid,1.43,,es_madrid,spain,city
Málaga,1.43,,es_malaga,spain,city
Mengíbar,1.43,,es_mengibar,spain,city
Murcia,1.43,,es_murcia,spain,city
Navia,1.43,,es_navia,spain,city
O Barco,1.43,,es_obarco,spain,city
Ourense,1.43,,es_ourense,spain,city
Pamplona,1.43,,es_pamplona,spain,city
Port de Sagunt,1.43,,es_portsag,spain,city
Puertollano,1.43,,es_puertol,spain,city
Salamanca,1.43,,es_salamanca,spain,city
Santander,1.43,,es_santander,spain,city
Seville,1.43,,es_sevilla,spain,city
Soria,1.43,,es_soria,spain,city
Tarragona,1.43,,es_tarragona,spain,city
Teruel,1.43,,es_teruel,spain,city
Tordesillas,1.43,,es_tordesill,spain,city
València,1.43,,es_valencia,spain,city
Valladolid,1.43,,es_vallado,spain,city
Vandellòs,1.43,,es_vandellos,spain,city
Vigo,1.43,,es_vigo,spain,city
Villareal,1.43,,es_villar,spain,city
Zaragoza,1.43,,es_zaragoza,spain,city
A3,1.44,,pt_border_a3,spain,border
A6,1.44,,pt_border_a6,spain,border
A22,1.44,,pt_border_22,spain,border
A24,1.44,,pt_border_24,spain,border
A25,1.44,,pt_border_25,spain,border
A-62,1.51,0.39,es_bord_a62,spain,border
AP-9,1.44,,es_border_a9,spain,border
IP8,1.44,,pt_border_p8,spain,border

# SWEDEN ----------------------------------------------------------------------------------------
Arboga,1.56,0.57,se_arboga,sweden,city
Arjeplog,1.56,0.57,se_arjeplog,sweden,city
Arvidsjaur,1.56,0.57,se_ardvidsja,sweden,city
Borlänge,1.56,0.57,se_borlange,sweden,city
Dorotea,1.56,0.57,se_dorotea,sweden,city
Enköping,1.56,0.57,se_enkoping,sweden,city
Eskilstuna,1.56,0.57,se_eskilstun,sweden,city
Falköping,1.56,0.57,se_falkoping,sweden,city
Falun,1.56,0.57,se_falun,sweden,city
Gällivare,1.56,0.57,se_gallivare,sweden,city
Gävle,1.56,0.57,se_gavle,sweden,city
Gothenburg,1.43,,se_goteborg,sweden,city
Halmstad,1.43,,se_halmstad,sweden,city
Hammerdal,1.56,0.57,se_hammerdal,sweden,city
Härnosand,1.56,0.71,se_harnosand,sweden,city
Helsingborg,1.43,,se_helsingbo,sweden,city
Hudiksvall,1.56,0.57,se_hudiksval,sweden,city
Jokkmokk,1.56,0.57,se_jokkmokkk,sweden,city
Jönköping,1.43,,se_jonkoping,sweden,city
Kåbdalis,1.56,0.57,se_kabdalis,sweden,city
Kalmar,1.43,,se_kalmar,sweden,city
Kapellskär,1.43,,se_kapellska,sweden,city
Karlskrona,1.43,,se_karlskron,sweden,city
Karlstad,1.44,,se_karlstad,sweden,city
Kiruna,1.56,0.57,se_kiruna,sweden,city
Kristianstad,1.44,,se_kriststd,sweden,city
Linköping,1.43,,se_linkoping,sweden,city
Ljungby,1.44,,se_ljungby,sweden,city
Luleå,1.56,0.57,se_lulea,sweden,city
Malmö,1.43,,se_malmo,sweden,city
Malung,1.56,0.57,se_malung,sweden,city
Mariestad,1.56,0.57,se_mariestad,sweden,city
Mora,1.56,0.57,se_mora,sweden,city
Norrköping,1.56,0.57,se_norrkopin,sweden,city
Norrtälje,1.44,,se_norrtalje,sweden,city
Nyköping,1.56,0.57,se_nykoping,sweden,city
Nynäshamn,1.43,,se_nynashamn,sweden,city
Oskarshamn,1.56,0.57,se_oskarsham,sweden,city
Pajala,1.57,0.47,se_pajala,sweden,city
Säffle,1.56,0.57,se_saffle,sweden,city
Sälen,1.57,0.47,se_salen,sweden,city
Skellefteå,1.56,0.57,se_skellefte,sweden,city
Söderhamn,1.56,0.57,se_soderhamn,sweden,city
Södertälje,1.43,,se_sodertalj,sweden,city
Sorsele,1.56,0.57,se_sorsele,sweden,city
Stockholm,1.43,,se_stockholm,sweden,city
Storuman,1.56,0.57,se_storuman,sweden,city
Strängnäs,1.56,0.57,se_strangna2,sweden,city
Strängnäs,1.56,0.57,se_strangnas,sweden,city
Strömstad,1.44,,se_stromstad,sweden,city
Strömsund,1.56,0.57,se_stromsund,sweden,city
Sundsvall,1.44,,se_sundsvall,sweden,city
Sveg,1.56,0.57,se_sveg,sweden,city
Svinesund,1.44,,no_svinesund,sweden,city
Torsby,1.56,0.57,se_torsby,sweden,city
Trelleborg,1.43,,se_trellebor,sweden,city
Uddevalla,1.44,,se_uddevalla,sweden,city
Ulricehamn,1.56,0.57,se_ulriceham,sweden,city
Umeå,1.56,0.57,se_umea,sweden,city
Uppsala,1.43,,se_uppsala,sweden,city
Vara,1.56,0.57,se_vara,sweden,city
Varberg,1.56,0.57,se_varberg,sweden,city
Värnamo,1.56,0.57,se_varnamo,sweden,city
Västerås,1.43,,se_vasteraas,sweden,city
Västervik,1.44,,se_vastervik,sweden,city
Växjö,1.43,,se_vaxjo,sweden,city
Vittangi,1.57,0.47,se_vittangi,sweden,city
Ystad,1.56,0.57,se_ystad,sweden,city
Åre,1.56,0.57,se_are,sweden,city
Åtvidaberg,1.56,0.57,se_atvidaber,sweden,city
Ängelholm,1.56,0.57,se_angelholm,sweden,city
Örebro,1.43,,se_orebro,sweden,city
Örnsköldsvik,1.56,0.57,se_ornskolds,sweden,city
Östersund,1.56,0.57,se_ostersund,sweden,city
Överkalix,1.56,0.57,se_overkalix,sweden,city

E10,1.56,0.57,no_bordere10,sweden,border

# SWITZERLAND ----------------------------------------------------------------------------------------
Basel,1.44,,ch_basel,switzerland,city
Bern,1.43,,ch_bern,switzerland,city
Chur,1.47,,ch_chur,switzerland,city
Geneva,1.43,,ch_geneva,switzerland,city
Gotthard,1.43,,ch_gotthard,switzerland,city
Great St Bernard Pass,1.47,,ch_stbernard,switzerland,city
Lausanne,1.44,,ch_lausanne,switzerland,city
Lucerne,1.44,,ch_luzern,switzerland,city
Lugano,1.44,,ch_lugano,switzerland,city
Martigny,1.47,,ch_martigny,switzerland,city
San Bernardino,1.47,,ch_bernardin,switzerland,city
St. Magarethen,1.47,,ch_magarethe,switzerland,city
Vevey,1.47,,ch_vevey,switzerland,city
Winterthur,1.44,,ch_winterthu,switzerland,city
Zürich,1.43,,ch_zurich,switzerland,city

# TURKEY ----------------------------------------------------------------------------------------
Edirne,1.43,,tr_edirne,turkey,city
Istanbul,1.43,,tr_istanbul,turkey,city
Kapıkule,1.44,,tr_kapikule,turkey,city
Keşan,1.43,,tr_kesan,turkey,city
Tekirdağ,1.43,,tr_tekirdag,turkey,city

Kipi & Ipsala,1.53,0.22,gr_border_k,turkey,border

# THE UNITED KINGDOM ----------------------------------------------------------------------------------------
Aberdeen,1.43,,uk_aberdeen,unitedkingdom,city
Birmingham,1.43,,uk_birming,unitedkingdom,city
Bristol,1.44,,uk_bristol,unitedkingdom,city
Cambridge,1.43,,uk_cambridge,unitedkingdom,city
Cardiff,1.43,,uk_cardiff,unitedkingdom,city
Carlisle,1.43,,uk_carlisle,unitedkingdom,city
Dover,1.43,,uk_dover,unitedkingdom,city
Edinburgh,1.43,,uk_edinburgh,unitedkingdom,city
Felixstowe,1.43,,uk_felixsto,unitedkingdom,city
Glasgow,1.43,,uk_glasgow,unitedkingdom,city
Grimsby,1.43,,uk_grimsby,unitedkingdom,city
Liverpool,1.43,,uk_liverpool,unitedkingdom,city
London,1.43,,uk_london,unitedkingdom,city
Manchester,1.43,,uk_mancheste,unitedkingdom,city
Newcastle,1.43,,uk_newcastle,unitedkingdom,city
Plymouth,1.43,,uk_plymouth,unitedkingdom,city
Sheffield,1.43,,uk_sheffield,unitedkingdom,city
Southampton,1.43,,uk_southampt,unitedkingdom,city
Swansea,1.43,,uk_swansea,unitedkingdom,city
